,level_0,index,production_countries,popularity,vote_average,overview,genres,keywords,production_companies,weighted_rating,release_year,genre_embedding,keywords_embedding,production_comp_embedding,production_count_embedding
1267,1267,112,"['canada', 'united states of america']",85.889,6.796,"['katniss', 'everdeen', 'reluctantly', 'becomes', 'symbol', 'mass', 'rebellion', 'autocratic', 'capitol']","['science', 'fiction', 'adventure', 'thriller']","['based', 'novel', 'book', 'resistance', 'dystopia', 'future', 'sequel', 'female', 'protagonist', 'bow', 'arrow', 'game', 'future', 'war', 'revolt', 'class', 'prejudice', 'human', 'subjugation', 'based', 'young', 'adult', 'novel']","['lionsgate', 'color force']",6.813904576129447,2010s,"[-0.12360603  0.0822778   0.05944049 -0.13093126  0.11466727 -0.05224721
  0.13629773  0.1028088  -0.12962091  0.03456539]","[ 0.21256688 -0.02383259  0.7403268  -0.14086603 -0.12633409  0.1242565
  0.71347207  0.4516933  -0.2204693  -0.37534925]",[-0.05190822  0.21122634  0.09218248 -0.0181266  -0.15738152],[ 0.0707557   0.0551917   0.12106562  0.1002798  -0.03535747]
1268,1268,1869,['united states of america'],73.246,6.7,"['witnessing', 'bizarre', 'traumatic', 'incident', 'involving', 'patient', 'rose', 'cotter', 'starts', 'experiencing', 'frightening', 'occurrences', 'ca', 'explain', 'overwhelming', 'terror', 'begins', 'taking', 'life', 'rose', 'must', 'confront', 'troubling', 'past', 'order', 'survive', 'escape', 'horrifying', 'new', 'reality']","['horror', 'mystery', 'thriller']","['suicide', 'stress', 'disorder', 'ptsd', 'therapist', 'detective', 'paranoia', 'trauma', 'curse', 'hospital', 'doctor', 'mental', 'illness', 'evil', 'psychotic', 'demonic', 'based', 'short', 'film']","['paramount players', 'temple hill entertainment']",6.812933604959731,2020s,"[-0.03597524  0.01136774 -0.0012784  -0.06118296  0.08657295  0.00690908
  0.0986619   0.14042115 -0.04211869  0.05724411]","[ 0.15250775  0.06893984  0.6748185  -0.11793746  0.11393155  0.15484712
  0.6750639   0.525225   -0.3248188  -0.40079933]",[-0.06566048  0.241474    0.32041296 -0.07186156  0.12021337],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1269,1269,1382,['united states of america'],20.376,6.729,"['trying', 'reverse', 'family', 'curse', 'brothers', 'jimmy', 'clyde', 'logan', 'set', 'execute', 'elaborate', 'robbery', 'legendary', 'race', 'charlotte', 'motor', 'speedway']","['comedy', 'crime', 'action', 'drama']","['sibling', 'relationship', 'north', 'carolina', 'cockroach', 'heist', 'race', 'car', 'driver', 'nascar', 'prison', 'break']","['free association', 'trans-radial pictures', 'universal pictures']",6.812033452208066,2010s,"[-0.00586385  0.0595852   0.09658127 -0.00495537  0.04359748 -0.05776506
  0.13461305  0.10824719 -0.15960819 -0.03450679]","[-0.00512859  0.11983082  0.5673026  -0.01284201  0.19781768  0.1972275
  0.6610321   0.43025628 -0.46311444 -0.5407618 ]",[-0.07710093  0.4955496   0.6069332  -0.08535121 -0.1862877 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1270,1270,456,"['united states of america', 'mexico', 'south africa']",34.709,6.776,"['every', 'child', 'comes', 'world', 'full', 'promise', 'none', 'chappie', 'gifted', 'special', 'prodigy', 'like', 'child', 'chappie', 'come', 'influence', 'good', 'rely', 'heart', 'soul', 'find', 'way', 'world', 'become', 'man', 'one', 'thing', 'makes', 'chappie', 'different', 'one', 'else', 'robot']","['crime', 'action', 'science', 'fiction']","['future', 'android', 'artificial', 'intelligence', 'dystopia', 'johannesburg', 'south', 'africa', 'robot', 'robot', 'cop']","['columbia pictures', 'mrc', 'lstar capital', 'simon kinberg productions', 'genre films', 'alpha core', 'ollin studio', 'sony pictures']",6.811973689965518,2010s,"[-0.05630134  0.06630047  0.05088922 -0.05770511  0.08014454 -0.04103641
  0.14352132  0.07733131 -0.15781458  0.0171438 ]","[ 0.1554629  -0.17657803  0.97968155 -0.26970294 -0.10717115  0.18586338
  0.55975324  0.3633101  -0.09388715 -0.56388927]",[ 0.11948862  0.19296221  0.14886495  0.04840606 -0.03173902],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1271,1271,741,['united states of america'],37.081,6.762,"['daywalker', 'known', 'blade', 'man', 'becomes', 'protector', 'humanity', 'underground', 'army', 'vampires']","['horror', 'action']","['martial', 'arts', 'hero', 'vampire', 'superhero', 'supernatural', 'based', 'comic', 'rivalry', 'vampire', 'hunter', 'slayer', 'sword', 'fight', 'revenge', 'tragic', 'hero', 'one', 'man', 'army', 'martial', 'arts', 'master', 'scientist', 'super', 'power', 'blade', 'taunting', 'secret', 'headquarters', 'escapade', 'deadly', 'master', 'warrior', 'urban', 'gothic', 'good', 'versus', 'evil']","['new line cinema', 'amen ra films', 'imaginary forces']",6.81122917218045,1990s,"[-0.00756991 -0.00501982  0.01696368  0.00174644  0.07409567 -0.00462352
  0.15088785  0.13212422 -0.166634   -0.0580323 ]","[ 0.11224207 -0.04852844  0.7748338  -0.14014776 -0.05653453  0.16530487
  0.6727066   0.49945235 -0.25680384 -0.39503193]",[-0.10814606  0.22182699  0.4686183  -0.13856407 -0.11069841],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1272,1272,2012,['united states of america'],24.053,6.684,"['rebellious', 'street', 'dancer', 'andie', 'lands', 'elite', 'maryland', 'school', 'arts', 'finds', 'fighting', 'fit', 'also', 'trying', 'hold', 'onto', 'old', 'life', 'joins', 'forces', 'schools', 'hottest', 'dancer', 'chase', 'form', 'crew', 'classmate', 'outcasts', 'compete', 'baltimore', 'underground', 'dance', 'battle', 'streets']","['music', 'drama', 'romance']","['underdog', 'street', 'gang', 'scholarship', 'competition', 'breakdance', 'insurgence', 'tap', 'dancing', 'ballet']","['touchstone pictures', 'summit entertainment', 'offspring entertainment']",6.809863326502953,2000s,"[-0.02201696  0.03049136  0.08642119  0.00425765  0.05433866 -0.03112486
  0.05328705  0.0618324  -0.08509197  0.0085852 ]","[ 0.12184819  0.07732262  0.60734993 -0.21375547  0.4107722   0.37521338
  0.56839955  0.5077192  -0.30835852 -0.6367143 ]",[ 0.04249862  0.22983593  0.2255153  -0.03115111  0.00313414],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1273,1273,848,"['united kingdom', 'united states of america']",18.823,6.754,"['kazakh', 'journalist', 'borat', 'sagdiyev', 'travels', 'america', 'make', 'documentary', 'zigzags', 'across', 'nation', 'borat', 'meets', 'real', 'people', 'real', 'situations', 'hysterical', 'consequences', 'backwards', 'behavior', 'generates', 'strong', 'reactions', 'around', 'exposing', 'prejudices', 'hypocrisies', 'american', 'culture']",['comedy'],"['journalist', 'california', 'prostitute', 'rodeo', 'kazakhstan', 'demeanor', 'course', 'chicken', 'driving', 'school', 'satire', 'mockumentary', 'social', 'satire', 'bear', 'reporter', 'aftercreditsstinger', 'duringcreditsstinger']","['20th century fox', 'everyman pictures', 'dune entertainment', 'four by two films', 'major studio partners', 'one america']",6.8092358205120185,2000s,"[ 0.03100099  0.10093358  0.14501892 -0.06470049  0.15324208 -0.07181194
  0.10246505  0.14827625 -0.1905656  -0.05469418]","[ 0.12751263 -0.10780209  0.5541537  -0.20730135  0.14922233  0.22345284
  0.7188133   0.50868297 -0.50085884 -0.34350574]",[ 0.05196914  0.44787735  0.38624215 -0.08090344 -0.14465931],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1274,1274,878,"['germany', 'hungary', 'united states of america']",28.563,6.752,"['hellboy', 'pyrokinetic', 'girlfriend', 'liz', 'aquatic', 'empath', 'abe', 'sapien', 'face', 'biggest', 'battle', 'underworld', 'elven', 'prince', 'plans', 'reclaim', 'earth', 'magical', 'kindred', 'tired', 'living', 'shadow', 'humans', 'prince', 'nuada', 'tries', 'awaken', 'ancient', 'force', 'killing', 'machines', 'golden', 'army', 'clear', 'way', 'fantasy', 'creatures', 'roam', 'free', 'hellboy', 'stop', 'dark', 'prince', 'prevent', 'humanity', 'annihilation']","['fantasy', 'horror', 'adventure', 'action']","['rebellion', 'superhero', 'auction', 'northern', 'ireland', 'based', 'comic', 'resignation', 'spear', 'superhero', 'team', 'super', 'villain', 'remorse', 'self', 'exile', 'citizen', 'action', 'war', 'zone', 'robot', 'fighting', 'father', 'son', 'conflict']","['universal pictures', 'dark horse entertainment', 'internationale filmproduktion eagle', 'mid atlantic films', 'relativity media', 'lawrence gordon productions']",6.809153578543629,2000s,"[-0.03223867  0.04315366  0.06867352 -0.07909928  0.09120516 -0.02457494
  0.1706178   0.09228832 -0.14753741 -0.06891751]","[ 0.18634325 -0.22149152  0.8349524  -0.14334597 -0.1868307   0.09151388
  0.6923714   0.39346543 -0.28136212 -0.3720483 ]",[-0.10918794  0.21115223  0.28836772 -0.04345931 -0.09194791],[-0.01978905  0.03386526  0.06420838  0.01036769 -0.19470239]
1275,1275,1713,"['canada', 'united states of america']",20.083,6.703,"['france', 'june', 'eve', 'american', 'paratroopers', 'fall', 'behind', 'enemy', 'lines', 'aircraft', 'crashes', 'mission', 'destroy', 'radio', 'tower', 'small', 'village', 'near', 'beaches', 'normandy', 'reaching', 'target', 'surviving', 'paratroopers', 'realise', 'addition', 'fighting', 'nazi', 'troops', 'patrol', 'village', 'also', 'must', 'fight', 'something', 'else']","['horror', 'war', 'science', 'fiction']","['france', 'nazi', 'village', 'world', 'war', 'ii', 'normandy', 'france', 'laboratory', 'explosion', 'behind', 'enemy', 'lines', 'paratrooper', 'scientific', 'experiment', 'black', 'soldier']","['bad robot', 'paramount']",6.808051490520375,2010s,"[-0.08015846  0.03694811  0.01985656 -0.07068265  0.11904798 -0.01678474
  0.14145122  0.10474923 -0.14200537  0.03140124]","[ 0.03214132  0.02831967  0.6952406  -0.11825953  0.10188343  0.22583571
  0.6708086   0.4540038  -0.29070416 -0.38492045]",[ 0.02975964  0.12463538  0.16848414  0.0069492  -0.04588189],[ 0.0707557   0.0551917   0.12106562  0.1002798  -0.03535747]
1276,1276,1708,['united states of america'],24.294,6.699,"['archetypal', 'buddy', 'cops', 'riggs', 'murtaugh', 'back', 'another', 'round', 'action', 'time', 'setting', 'collective', 'sights', 'bringing', 'former', 'los', 'angeles', 'police', 'lieutenant', 'turned', 'black', 'market', 'weapons', 'dealer', 'lorna', 'cole', 'joins', 'beautiful', 'yet', 'hardnosed', 'internal', 'affairs', 'sergeant', 'catches', 'riggs', 'eye']","['adventure', 'action', 'comedy', 'thriller', 'crime']","['showdown', 'police', 'sequel', 'mixed', 'martial', 'arts', 'los', 'angeles', 'california', 'rookie', 'cop', 'wisecrack', 'humor', 'buddy', 'cop', 'lapd', 'maverick', 'cop', 'aftercreditsstinger', 'action', 'hero']","['silver pictures', 'warner bros. pictures', 'st. petersburg clearwater film commision']",6.805661117596694,1990s,"[-0.0544433   0.07285297  0.08977643 -0.06821318  0.07826822 -0.04789682
  0.12866987  0.10104915 -0.14058658 -0.01218629]","[ 0.08999082 -0.0355632   0.7045043  -0.17051503  0.31854674  0.30034631
  0.50052613  0.52942115 -0.388043   -0.5673165 ]",[ 0.06020946  0.25066593  0.3847333   0.03083312 -0.18975209],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1277,1277,614,['united states of america'],19.534,6.76,"['ohio', 'several', 'youngsters', 'making', 'zombie', 'movie', 'camera', 'midst', 'filming', 'friends', 'witness', 'horrifying', 'train', 'derailment', 'lucky', 'escape', 'lives', 'soon', 'discover', 'catastrophe', 'accident', 'series', 'unexplained', 'events', 'disappearances', 'soon', 'follows', 'deputy', 'jackson', 'lamb', 'father', 'one', 'kids', 'searches', 'terrifying', 'truth', 'behind', 'crash']","['thriller', 'science', 'fiction', 'mystery']","['alien', 'train', 'crash', 'firecracker', 'super', 'footage', 'duringcreditsstinger']","['bad robot', 'amblin entertainment', 'paramount', 'k/o camera toys']",6.805340312322772,2010s,"[-0.07096559  0.06356017  0.01851269 -0.11242025  0.11093079 -0.03359521
  0.11250597  0.11765169 -0.08442865  0.07265066]","[ 0.19282693 -0.4636078   1.0225663  -0.11497364 -0.27431908  0.06981197
  0.67837876  0.3462696  -0.14642125 -0.40951177]",[ 0.04502425  0.13357447  0.21493037 -0.01216193 -0.03346216],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1278,1278,1402,"['switzerland', 'united states of america']",37.553,6.717,"['exceptionally', 'ambitious', 'high', 'schooler', 'matthew', 'aspirations', 'career', 'politics', 'falls', 'love', 'gorgeous', 'neighbor', 'danielle', 'matthew', 'bright', 'future', 'jeopardized', 'finds', 'danielle', 'porn', 'star', 'danielle', 'past', 'catches', 'matthew', 'love', 'forces', 'goals']","['comedy', 'romance']","['high', 'school', 'porn', 'actor', 'pornographic', 'video', 'school', 'party', 'blonde', 'sexual', 'attraction', 'porn', 'industry', 'sex', 'comedy', 'girl', 'next', 'door', 'sex', 'video']","['epsilon motion pictures', 'regency enterprises', 'new regency pictures', 'daybreak', '20th century fox']",6.805215353504381,2000s,"[ 0.01221206  0.06211003  0.1056921  -0.04639729  0.14538781 -0.01811393
  0.0289707   0.05737915 -0.11272667  0.0039237 ]","[ 0.16124368  0.06320223  0.45182315 -0.2155202   0.11219884  0.14301665
  0.8579684   0.49611822 -0.5482819  -0.29160696]",[ 0.02382029  0.25717467  0.34810758  0.08660613 -0.01051032],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1279,1279,908,['united kingdom'],26.933,6.744,"['chaotic', 'bridget', 'jones', 'meets', 'snobbish', 'lawyer', 'soon', 'enters', 'world', 'imperfections']","['comedy', 'romance', 'drama']","['daughter', 'london', 'england', 'lovesickness', 'england', 'sexual', 'frustration', 'alcohol', 'parent', 'child', 'relationship', 'telecaster', 'birthday', 'cigarette', 'diary', 'lawyer', 'reporter', 'extramarital', 'affair', 'duringcreditsstinger', 'woman', 'director']","['working title films', 'little bird', 'miramax', 'universal pictures']",6.804853320040992,2000s,"[-0.00434431  0.0539721   0.10595378 -0.0187284   0.08730647 -0.04468722
  0.06967971  0.09064702 -0.12024985 -0.01250793]","[ 0.0200935   0.01075788  0.4763271  -0.08991314  0.19755785  0.20426092
  0.76905906  0.35087612 -0.580809   -0.44789973]",[-0.06767767  0.306169    0.38122058  0.06359514 -0.07596477],[-0.13919449  0.13141698  0.18193896 -0.09758576 -0.08212562]
1280,1280,2105,['united states of america'],22.842,6.668,"['brilliant', 'video', 'game', 'maker', 'flynn', 'hacks', 'mainframe', 'beamed', 'inside', 'astonishing', 'digital', 'world', 'becomes', 'part', 'game', 'designing', 'mission', 'cyberspace', 'flynn', 'matches', 'wits', 'maniacal', 'master', 'control', 'program', 'teams', 'tron', 'security', 'measure', 'created', 'bring', 'balance', 'digital', 'environment']","['science', 'fiction', 'action', 'adventure']","['hacker', 'video', 'game', 'virtual', 'reality', 'dystopia', 'simulation', 'super', 'computer', 'utopia', 'computer', 'simulation', 'simulated', 'reality', 'arcade', 'game', 'light', 'cycle']","['lisberger/kushner productions', 'walt disney productions']",6.804686534476435,1980s,"[-0.08178394  0.06682833  0.07557982 -0.10694653  0.10702501 -0.0575473
  0.16898724  0.0896     -0.17103729 -0.01440524]","[ 0.2333281  -0.06269751  0.8650147  -0.12471143 -0.12478326  0.16488723
  0.59814376  0.4554313  -0.21523412 -0.41773334]",[-0.11486761 -0.09450547 -0.14692149  0.1665723   0.00242596],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1281,1281,1877,['australia'],15.446,6.684,"['teenage', 'girl', 'raised', 'underground', 'robot', 'mother', 'designed', 'repopulate', 'earth', 'following', 'extinction', 'event', 'unique', 'bond', 'threatened', 'inexplicable', 'stranger', 'arrives', 'alarming', 'news']","['science', 'fiction', 'thriller']","['artificial', 'intelligence', 'bunker', 'future', 'robot', 'human', 'extinction']","['mother film holdings', 'rhea films', 'southern light films', 'the penguin empire', 'fin design & effects', 'adelaide film festival investment fund']",6.8045459674248425,2010s,"[-0.11945494  0.0906319   0.01575199 -0.11952607  0.12092156 -0.04771825
  0.10835192  0.12214231 -0.12632033  0.06622942]","[ 0.16682027 -0.23276818  0.94268805 -0.23465489 -0.1559455   0.16166234
  0.62993026  0.37670177 -0.06211401 -0.5026034 ]",[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.]
1282,1282,975,['united states of america'],12.858,6.739,"['deaf', 'woman', 'stalked', 'psychotic', 'killer', 'secluded', 'home']","['horror', 'thriller']","['computer', 'isolation', 'deaf', 'knife', 'alone', 'murder', 'mute', 'serial', 'killer', 'stabbing', 'cat', 'mouse', 'trapped', 'bow', 'arrow', 'iphone', 'one', 'location']","['intrepid pictures', 'blumhouse productions']",6.804542900796185,2010s,"[-0.09121409  0.02587914 -0.01531499 -0.04622303  0.08938017  0.00597668
  0.08550879  0.15854183 -0.08380122  0.03990897]","[-0.04321574  0.23566061  0.5899758  -0.01998168  0.25233164  0.187791
  0.61885643  0.4851079  -0.42787758 -0.6042535 ]",[ 0.08655104  0.23829392  0.14741775 -0.08533628 -0.01265542],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1283,1283,1166,['united states of america'],39.251,6.727,"['former', 'us', 'army', 'ranger', 'cameron', 'poe', 'headed', 'back', 'wife', 'must', 'fly', 'home', 'aboard', 'prison', 'transport', 'flight', 'dubbed', 'jailbird', 'taking', 'worst', 'worst', 'prisoners', 'group', 'described', 'pure', 'predators', 'new', 'poe', 'faces', 'impossible', 'odds', 'transport', 'plane', 'skyjacked', 'vicious', 'criminals', 'country', 'led', 'mastermind', 'genius', 'serial', 'killer', 'cyrus', 'virus', 'grissom', 'backed', 'black', 'militant', 'diamond', 'dog', 'psychopath', 'billy', 'bedlam']","['action', 'thriller', 'crime']","['prison', 'helicopter', 'airplane', 'escape', 'undercover', 'ambush', 'war', 'veteran', 'gas', 'station', 'psychopath', 'bravery', 'mexican', 'standoff', 'sandstorm', 'hijacking', 'us', 'army', 'prison', 'guard', 'marshal', 'serial', 'killer', 'shootout', 'las', 'vegas', 'explosion', 'brutality', 'convict', 'desert', 'war', 'hero', 'diabetic', 'dea', 'agent', 'hostile', 'takeover', 'skyjacker', 'motorcycle', 'chase', 'disguises', 'action', 'hero', 'army', 'veteran', 'prisoner', 'transport', 'transport', 'plane']","['touchstone pictures', 'jerry bruckheimer films']",6.802971846015764,1990s,"[-0.05571939  0.06870527  0.03778574 -0.03707286  0.04739821 -0.03394602
  0.10691641  0.10405374 -0.12428156  0.01806314]","[ 0.13040482  0.07423781  0.7857663  -0.06508221  0.03696163  0.2662845
  0.6173284   0.4092811  -0.23714682 -0.47926605]",[ 0.06125671  0.21468855  0.17865214 -0.07453015 -0.00335675],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1284,1284,1012,['united states of america'],21.953,6.734,"['man', 'glimpses', 'future', 'fate', 'planned', 'chooses', 'fight', 'destiny', 'battling', 'powerful', 'adjustment', 'bureau', 'across', 'streets', 'new', 'york', 'risks', 'destined', 'greatness', 'woman', 'ever', 'loved']","['science', 'fiction', 'thriller', 'romance']","['hotel', 'future', 'plan', 'dancer', 'hat', 'marriage', 'senator', 'kiss', 'politician', 'honesty', 'alone', 'speech', 'fate', 'foot', 'chase', 'covert', 'agency', 'courthouse', 'political', 'campaign', 'destiny', 'based', 'short', 'story']","['universal pictures', 'mrc', 'gambit pictures']",6.802494180545384,2010s,"[-0.09123542  0.07379554  0.02840531 -0.09666808  0.12507457 -0.02689267
  0.07013303  0.08322725 -0.10346219  0.06530745]","[ 0.07438114  0.07074367  0.6712191  -0.13183045  0.04227873  0.19367251
  0.6866897   0.41566554 -0.24932118 -0.4813575 ]",[ 0.00933286  0.37363625  0.3898288  -0.06992076 -0.14650093],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1285,1285,1749,['united states of america'],23.48,6.689,"['desperate', 'pay', 'bills', 'come', 'loved', 'ones', 'three', 'lifelong', 'pals', 'risk', 'embarking', 'daring', 'bid', 'knock', 'bank', 'absconded', 'money']","['crime', 'comedy']","['retiree', 'old', 'man', 'bank', 'robbery', 'retired', 'elderly', 'bank', 'heist']","['village roadshow pictures', 'new line cinema', 'de line pictures', 'ratpac entertainment', 'warner bros. pictures']",6.801470300098497,2010s,"[-0.00156395  0.07801881  0.11838125 -0.01644084  0.0708123  -0.03580122
  0.11036822  0.0720049  -0.13859868  0.00553766]","[-0.04718495  0.08888703  0.5954238  -0.18405831  0.13442977  0.20699126
  0.67328554  0.46667635 -0.41764194 -0.4892822 ]",[ 0.02372307  0.24598189  0.2906607  -0.02401583 -0.0392788 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1286,1286,805,['united states of america'],57.167,6.745,"['epic', 'journey', 'world', 'dinosaurs', 'apatosaurus', 'named', 'arlo', 'makes', 'unlikely', 'human', 'friend']","['adventure', 'animation', 'family']","['friendship', 'tyrannosaurus', 'rex', 'cartoon', 'friends', 'alternate', 'history', 'dinosaur', 'fear', 'storm', 'nature', 'journey']",['pixar'],6.801262615487444,2010s,"[-0.09082586  0.04475725  0.15407503 -0.11259084  0.1346225  -0.05338551
  0.12108252  0.10045785 -0.12698048 -0.02911116]","[ 0.05560133 -0.00265431  0.60680825 -0.18414289  0.15506937  0.17196888
  0.6841832   0.48129997 -0.43797055 -0.4365653 ]",[-0.18249905  0.08272789  0.10742141 -0.13500822  0.02419669],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1287,1287,1564,['united states of america'],19.098,6.7,"['one', 'month', 'every', 'year', 'five', 'highly', 'competitive', 'friends', 'hit', 'ground', 'running', 'game', 'tag', 'playing', 'since', 'first', 'grade', 'year', 'game', 'coincides', 'wedding', 'undefeated', 'player', 'finally', 'make', 'easy', 'target', 'knows', 'coming', 'ready']","['comedy', 'action']","['based', 'true', 'story', 'travel', 'game', 'group', 'friends', 'classmates']","['new line cinema', 'broken road productions']",6.801025248083496,2010s,"[ 0.02406526  0.07277025  0.09405221 -0.04412485  0.10743181 -0.06671797
  0.13454151  0.14003623 -0.2082524  -0.07921274]","[ 0.09816855  0.05030589  0.66561496 -0.09657463  0.06245604  0.25499114
  0.6979254   0.4370648  -0.27634314 -0.41790143]",[-0.06551588  0.10773335  0.19992065 -0.03762978  0.02284845],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1288,1288,1933,['united states of america'],13.235,6.671,"['dirty', 'tricks', 'stand', 'soil', 'ambitious', 'young', 'press', 'spokesman', 'idealism', 'cutthroat', 'presidential', 'campaign', 'relative']",['drama'],"['politics', 'ohio', 'dirty', 'tricks', 'presidential', 'campaign', 'endorsement', 'campaign', 'speech', 'presidential', 'debate']","['appian way', 'crystal city entertainment', 'cross creek pictures', 'exclusive media', 'smoke house pictures']",6.8000900771666,2010s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 0.02286279  0.16901389  0.0971514   0.04964615 -0.06330045],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
1289,1289,2093,"['united kingdom', 'united states of america']",16.614,6.659,"['india', 'father', 'dies', 'uncle', 'charlie', 'never', 'knew', 'existed', 'comes', 'live', 'unstable', 'mother', 'comes', 'suspect', 'mysterious', 'charming', 'man', 'ulterior', 'motives', 'becomes', 'increasingly', 'infatuated']","['drama', 'horror', 'thriller']","['dancer', 'funeral', 'tennis', 'psychopath', 'widow', 'family', 'relationships', 'dead', 'body', 'death', 'mental', 'illness', 'playing', 'piano', 'secret', 'teenager']","['fox searchlight pictures', 'indian paintbrush', 'scott free productions', 'dayday films', 'ingenious media']",6.799739492060647,2010s,"[-0.07329507  0.02981817  0.02528237 -0.01861222  0.04996805 -0.02862681
  0.10737178  0.1580888  -0.10096622  0.01148225]","[ 0.00466806  0.07374471  0.5585725  -0.10139712  0.16364554  0.26862153
  0.7848077   0.35693088 -0.40905067 -0.42357492]",[ 0.16875625  0.2550696   0.25985792 -0.0320719  -0.057805  ],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1290,1290,1142,"['united kingdom', 'united states of america']",73.975,6.721,"['professor', 'albus', 'dumbledore', 'knows', 'powerful', 'dark', 'wizard', 'gellert', 'grindelwald', 'moving', 'seize', 'control', 'wizarding', 'world', 'unable', 'stop', 'alone', 'entrusts', 'magizoologist', 'newt', 'scamander', 'lead', 'intrepid', 'team', 'wizards', 'witches', 'soon', 'encounter', 'array', 'old', 'new', 'beasts', 'clash', 'grindelwald', 'growing', 'legion', 'followers']","['fantasy', 'adventure', 'family']","['prison', 'witch', 'berlin', 'germany', 'magic', 'election', 'campaign', 'curse', 'bhutan', 'fantasy', 'world', 'wizard', 'magical', 'creature', 'good', 'versus', 'evil', 'wizarding', 'world']","['warner bros. pictures', 'heyday films']",6.798369707923655,2020s,"[-0.08229519  0.08914858  0.12261474 -0.11166792  0.12838319 -0.06200099
  0.16447306  0.08381226 -0.13106452 -0.07946867]","[ 0.18778811 -0.02102908  0.7873368  -0.1440754   0.00662782  0.06504819
  0.7273593   0.4985181  -0.19944733 -0.33797756]",[ 0.09275851  0.26904252  0.31888667  0.06287777 -0.16965717],[-0.07279584  0.06966176  0.14381105  0.04305519 -0.13837245]
1291,1291,2114,"['france', 'germany', 'united kingdom', 'united states of america']",12.669,6.654,"['freeman', 'bachelor', 'whose', 'primary', 'goal', 'life', 'avoiding', 'kind', 'responsibility', 'invents', 'imaginary', 'son', 'order', 'meet', 'attractive', 'single', 'moms', 'gets', 'hilarious', 'lesson', 'life', 'bright', 'hopelessly', 'geeky', 'named', 'marcus', 'struggles', 'teach', 'marcus', 'art', 'cool', 'marcus', 'teaches', 'never', 'old', 'grow']","['drama', 'comedy', 'romance']","['friendship', 'london', 'england', 'rock', 'roll', 'rap', 'music', 'based', 'novel', 'book', 'single', 'parent', 'becoming', 'adult', 'bachelor', 'single', 'christmas']","['universal pictures', 'studiocanal', 'working title films', 'tribeca productions', 'kalima productions']",6.798053520389772,2000s,"[-0.00434431  0.0539721   0.10595378 -0.0187284   0.08730647 -0.04468722
  0.06967971  0.09064702 -0.12024985 -0.01250793]","[ 0.06264586  0.02699076  0.5537229  -0.10417962  0.09166458  0.14320819
  0.7659971   0.43982515 -0.43841803 -0.38105252]",[ 0.01589305  0.19026105  0.33984092  0.04291654 -0.04490885],[-0.00644218  0.04301795  0.05589882  0.01456841 -0.14460135]
